"","X","id","load_entry_id","file_descriptor","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"169939",169939,3764006,-2140141507,"3d",NA,14000,14000,14000,"36 months","13.33%",473.95,"C","C3","Director of Operations","3 years","MORTGAGE",115000,"Not Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","023xx","MA",12.8,0,"Aug-2002",1,NA,NA,9,0,25885,"61.5%",17,"w",0,0,15816.48,15816.48,14000,1816.48,0,0,0,"Jul-2016",10072.9,"","Aug-2016",0,NA,1,"Individual",NA,NA,"",0,0,58566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42100,NA,NA,NA,1,6507,14957,63.2,0,0,151,154,47,4,3,47,NA,4,NA,0,3,4,5,5,7,6,7,4,9,0,0,0,1,100,60,0,0,96347,58566,40600,54247,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"467909",467909,3510025,-2140141508,"3c",NA,19125,19125,19125,"60 months","22.40%",532.58,"E","E3","Director of Annual Giving","10+ years","OWN",55000,"Verified","Jan-2014","Charged Off","n",NA,"Borrower added on 01/07/14 > Consolidate bills - try get into one payment.<br>","debt_consolidation","Beach Bum","360xx","AL",17,3,"Jan-1994",1,16,NA,8,0,11572,"58.4%",21,"f",0,0,9957.43,9957.43,2122.09,3736.19,0,4099.15,737.8289999997,"Jan-2015",532.58,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,173249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,2,21656,5503,14,0,0,80,240,23,16,2,23,NA,6,16,0,1,5,2,4,7,6,12,5,8,0,0,0,0,85.7,0,0,0,193325,34493,6400,26242,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"229053",229053,3872011,-2140141507,"3d",NA,13000,13000,13000,"36 months","12.29%",433.59,"C","C1","property apprasier","9 years","MORTGAGE",76000,"Verified","Mar-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","925xx","CA",34.2,1,"Apr-1998",0,13,NA,17,0,44846,"81.1%",37,"w",0,0,15431.6018709314,15431.6,13000,2431.6,0,0,0,"Jun-2017",4147.77,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,391345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55300,NA,NA,NA,4,23020,1397,94.4,0,0,142,202,3,3,3,23,NA,7,NA,0,6,13,6,18,7,13,27,13,17,0,0,0,3,97.2,83.3,0,0,487404,64887,25100,34221,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"9491",9491,4172691,-2140141504,"2016Q3",NA,40000,40000,40000,"36 months","14.49%",1376.65,"C","C4","Configuration Manager","4 years","MORTGAGE",127000,"Verified","Sep-2016","Fully Paid","n",NA,"","home_improvement","Home improvement","207xx","MD",17.6,0,"Feb-2002",0,24,NA,12,0,35668,"67.9%",30,"f",0,0,43985.9713371693,43985.97,40000,3985.97,0,0,0,"Jun-2017",33165.97,"","Sep-2017",0,41,1,"Joint App",239000,12.68,"Not Verified",0,0,871069,3,NA,1,1,6,43111,NA,1,6,18953,68,52500,0,10,2,8,79188,14677,67.6,0,0,139,175,6,6,3,15,NA,5,24,1,4,6,5,8,6,9,19,6,12,0,0,0,3,86.7,40,0,0,1001560,78779,45300,46056,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"719166",719166,4073394,-2140141505,"2016Q2",NA,25000,25000,25000,"36 months","16.99%",891.2,"D","D1","Producer","6 years","RENT",105000,"Verified","Jun-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","100xx","NY",6.26,1,"Mar-2007",0,3,NA,11,0,16075,"63%",29,"w",0,0,27505.677813877,27505.68,25000,2505.68,0,0,0,"Jan-2017",22205.67,"","Feb-2017",0,36,1,"Individual",NA,NA,"",0,0,22007,0,NA,0,0,81,5932,40,0,4,14362,54,25500,0,0,0,4,2201,5525,74.4,0,0,106,111,14,14,0,14,3,NA,3,0,4,4,5,12,11,9,18,4,11,0,0,0,0,80,40,0,0,40500,22007,21600,15000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"608106",608106,3170418,-2140141509,"3b",NA,6000,6000,6000,"36 months","18.25%",217.67,"D","D2","State of NV","2 years","MORTGAGE",44000,"Source Verified","Jul-2013","Fully Paid","n",NA,"","credit_card","Credit card refinancing","894xx","NV",15.63,0,"Oct-2001",3,37,NA,6,0,9231,"92.3%",17,"w",0,0,6564.24,6564.24,6000,564.24,0,0,0,"Apr-2014",822.88,"","Jun-2017",0,65,1,"Individual",NA,NA,"",0,0,36215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,2,6036,269,97.2,0,0,119,142,15,14,0,32,NA,0,NA,1,3,3,3,7,8,4,8,3,6,0,0,0,0,76,100,0,0,38962,36215,9500,28962,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"668903",668903,3234028,-2140141509,"3b",NA,35000,35000,34975,"60 months","21.98%",966.27,"E","E4","Hillphoenix","6 years","MORTGAGE",1e+05,"Verified","Nov-2012","Charged Off","n",NA,"","debt_consolidation","Consolidation Loan","906xx","CA",19.32,0,"Dec-1992",1,25,NA,12,0,19623,"77%",30,"f",0,0,44116.42,44084.91,20745,21922.32,0,1449.1,260.730000001,"Nov-2016",500.35,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,0,417434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25500,NA,NA,NA,3,37949,3528,84.2,0,0,136,242,26,14,4,26,NA,5,NA,0,4,6,6,13,7,8,18,6,12,0,0,0,0,90,80,0,0,460078,30273,22300,39803,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"12463",12463,4183577,-2140141504,"2016Q3",NA,5000,5000,5000,"36 months","12.79%",167.97,"C","C1","","n/a","MORTGAGE",44000,"Not Verified","Sep-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","801xx","CO",19.94,0,"Apr-1990",0,34,NA,10,0,5001,"53.8%",25,"w",0,0,5554.5216738107,5554.52,5000,554.52,0,0,0,"Sep-2017",3513.96,"","Sep-2017",0,40,1,"Individual",NA,NA,"",0,9002,173545,0,NA,1,2,9,22862,79,0,2,4854,72,9300,4,4,12,6,19283,146,97.1,0,0,64,317,15,9,4,61,40,2,40,2,1,2,2,8,4,6,16,2,10,0,0,0,1,91.7,100,0,0,186725,27863,5000,28925,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"721448",721448,4080794,-2140141505,"2016Q2",NA,7500,7500,7500,"36 months","11.47%",247.22,"B","B5","Admin Asst.","10+ years","RENT",65000,"Source Verified","Jun-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","491xx","MI",26.75,0,"Jan-1993",0,29,NA,12,0,6882,"32.8%",58,"w",0,0,8083.19298337,8083.19,7500,583.19,0,0,0,"Mar-2017",6114.99,"","May-2017",0,29,1,"Individual",NA,NA,"",0,0,43137,0,NA,3,4,7,36255,76,1,4,6882,63,21000,3,7,4,8,3922,9218,42.7,0,0,165,280,11,7,4,11,NA,7,NA,1,1,1,4,11,18,9,36,1,12,0,0,0,4,98.3,25,0,0,69006,43137,16100,48006,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"327283",327283,3352470,-2140141508,"3c",NA,30000,30000,30000,"60 months","13.35%",687.98,"C","C2","Engineer","3 years","RENT",190000,"Verified","Oct-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","890xx","NV",25.8,0,"Nov-1991",1,71,NA,24,0,32322,"62.9%",55,"f",0,0,38344.4506692931,38344.45,30000,8344.45,0,0,0,"May-2017",17705.05,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,226826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51400,NA,NA,NA,8,9451,7444,66.8,0,0,168,274,5,5,3,9,NA,5,NA,0,7,13,7,10,33,13,19,13,24,0,0,0,6,98.1,28.6,0,0,316254,153489,22400,164104,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"582966",582966,3143477,-2140141509,"3b",NA,12000,12000,12000,"36 months","12.35%",400.59,"B","B4","Acer","1 year","RENT",110000,"Not Verified","Sep-2013","Fully Paid","n",NA,"Borrower added on 08/30/13 > I'd like to pay off some high interest credit cards and save some money.<br>","credit_card","Credit Card Consolidation","927xx","CA",10.78,0,"May-1999",0,NA,NA,12,0,21497,"72.4%",29,"w",0,0,14423.28,14423.28,12000,2423.28,0,0,0,"Oct-2016",402.63,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,48510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29700,NA,NA,NA,3,4043,2348,88.5,0,0,174,110,11,11,0,24,NA,11,NA,0,5,7,6,8,16,9,13,7,12,0,0,0,1,100,66.7,0,0,72372,48510,20400,42672,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"173946",173946,3771742,-2140141507,"3d",NA,2000,2000,2000,"36 months","15.61%",69.93,"D","D1","Customer Service","1 year","RENT",40000,"Source Verified","Jun-2015","Charged Off","n",NA,"","moving","Moving and relocation","599xx","MT",17.85,0,"Jun-2001",0,NA,80,5,1,7998,"67.8%",33,"f",0,0,925.06,925.06,515.08,242.43,15,152.55,27.459,"May-2016",69.93,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,21625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11800,NA,NA,NA,9,4325,1293,0.5,0,0,92,168,10,3,0,15,NA,1,NA,0,1,2,1,5,12,4,21,2,5,0,0,0,4,100,0,1,0,25816,21625,1300,14016,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"233936",233936,3880497,-2140141507,"3d",NA,10000,10000,10000,"36 months","9.99%",322.63,"B","B3","Customer Service Representative","10+ years","MORTGAGE",50000,"Not Verified","Feb-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","492xx","MI",34.52,0,"Jan-2005",1,NA,88,17,1,18931,"88.9%",28,"f",0,0,11469.4221071082,11469.42,10000,1469.42,0,0,0,"Apr-2017",3409.22,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,142891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,NA,NA,NA,6,8405,2077,88.8,0,0,121,120,2,2,1,2,NA,2,NA,0,8,10,9,11,12,11,15,10,17,0,0,0,2,100,77.8,1,0,177497,57327,18500,65297,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"282300",282300,3299368,-2140141508,"3c",NA,4000,4000,4000,"36 months","14.99%",138.65,"C","C5","Commercial Sales - Loader","2 years","RENT",24000,"Not Verified","Nov-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","401xx","KY",10.05,0,"Aug-2010",1,NA,NA,6,0,4849,"46.6%",11,"w",0,0,4303.55,4303.55,4000,303.55,0,0,0,"May-2015",3616.96,"","Aug-2017",0,NA,1,"Individual",NA,NA,"",0,0,4849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,3,808,2258,59.7,0,0,26,51,2,2,0,6,NA,2,NA,0,3,5,3,4,1,6,10,5,6,0,0,0,2,100,66.7,0,0,10400,4849,5600,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"418995",418995,3456133,-2140141508,"3c",NA,2150,2150,2150,"36 months","21.99%",82.1,"E","E4","Community Services Specialist","4 years","RENT",15000,"Verified","Apr-2014","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","917xx","CA",9.12,0,"Dec-2002",2,NA,NA,6,0,3174,"50.4%",7,"f",0,0,844.7099999999,844.71,315.85,258.85,0,270.01,48.6017999998,"Nov-2014",82.1,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,3174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6300,NA,NA,NA,6,529,506,83.1,0,0,NA,136,1,1,0,6,NA,0,NA,0,3,5,3,4,0,6,7,5,6,0,0,0,3,100,66.7,0,0,6300,3174,3000,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"131193",131193,3685630,-2140141507,"3d",NA,25500,25500,25500,"60 months","18.25%",651.01,"E","E1","truck drver","8 years","MORTGAGE",85000,"Verified","Aug-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","494xx","MI",8.5,0,"Nov-1994",1,NA,103,9,1,8795,"31%",35,"f",0,0,5156.37,5156.37,2221.13,2935.24,0,0,0,"Apr-2016",651.01,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,159672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,NA,NA,NA,5,17741,4500,78,0,0,136,249,3,3,2,3,NA,4,NA,0,2,6,8,8,14,6,15,5,9,NA,0,0,4,100,50,1,0,198189,25677,9000,19520,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"287000",287000,3305156,-2140141508,"3c",NA,16850,16850,16850,"36 months","17.86%",607.99,"D","D5","Senior probation officer","10+ years","MORTGAGE",74000,"Verified","Nov-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","078xx","NJ",11.5,0,"Feb-1997",1,NA,NA,8,0,13233,"63.3%",22,"f",0,0,21853.9701828066,21853.97,16850,5003.97,0,0,0,"Nov-2017",607.76,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,279454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20900,NA,NA,NA,4,34932,139,98.9,0,0,212,108,10,10,1,10,NA,1,NA,0,4,5,4,9,6,6,15,5,8,0,0,0,4,100,100,0,0,300383,18599,12300,16338,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"679879",679879,3245041,-2140141509,"3b",NA,10000,10000,10000,"36 months","13.11%",337.47,"B","B4","Hypower Inc","6 years","RENT",30000,"Verified","Sep-2012","Charged Off","n",NA,"Borrower added on 09/18/12 > For export bussiness<br><br> Borrower added on 09/18/12 > For export business.<br>","small_business","Export","331xx","FL",12.54,0,"Apr-2007",0,52,NA,12,0,10333,"45.9%",18,"f",0,0,3037.23,3037.23,2143.71,890.19,0,3.33,0,"Jun-2013",337.47,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,10333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22500,NA,NA,NA,9,939,10782,48.9,0,0,58,66,3,3,0,3,53,7,52,0,9,10,9,14,1,12,17,10,12,0,0,0,3,83,0,0,0,22500,10333,21100,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"183229",183229,3789419,-2140141507,"3d",NA,10500,10500,10500,"36 months","13.99%",358.82,"C","C4","installer","8 years","RENT",68000,"Verified","May-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","210xx","MD",9.41,0,"Apr-2004",1,NA,NA,8,0,6163,"36.7%",10,"f",0,0,12046.1900031108,12046.19,10500,1546.19,0,0,0,"Sep-2016",1684.29,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,14526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16800,NA,NA,NA,8,1816,4082,55.1,0,0,119,133,2,2,0,11,NA,2,NA,0,3,6,3,3,3,7,7,6,8,0,0,0,5,100,0,0,0,25300,14526,9100,8500,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"34916",34916,4264760,-2140141504,"2016Q3",NA,16800,16800,16550,"36 months","11.49%",553.92,"B","B5","Manager","3 years","MORTGAGE",64000,"Source Verified","Jul-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","323xx","FL",16.45,1,"May-2003",2,17,69,13,1,11272,"44.2%",33,"f",0,0,18941.8549819675,18659.98,16800,2141.85,0,0,0,"Nov-2017",10643.77,"","Nov-2017",0,17,1,"Individual",NA,NA,"",0,0,88491,2,NA,1,3,12,10922,67,2,5,4431,53,25500,1,1,3,8,7374,10369,46.6,0,0,122,154,0,0,2,0,67,3,67,7,3,5,5,12,10,10,21,5,12,0,0,1,3,78.1,20,1,0,136800,22194,19400,16200,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"49450",49450,4338575,-2140141503,"2016Q4",NA,6150,6150,6150,"36 months","24.74%",243.68,"E","E3","Fitness Floor Supervisor","10+ years","MORTGAGE",45000,"Source Verified","Oct-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","080xx","NJ",30.43,3,"Feb-1993",1,14,NA,8,0,1257,"18%",27,"w",0,0,7149.1979436652,7149.2,6150,999.2,0,0,0,"Jul-2017",5451.89,"","Nov-2017",0,21,1,"Individual",NA,NA,"",0,0,194348,3,NA,2,2,4,31607,97,3,4,483,83,7000,2,0,12,6,24294,1143,52.4,0,0,12,284,2,2,4,2,14,4,14,0,4,4,4,14,2,5,20,4,8,0,0,1,5,88.9,50,0,0,217889,32864,2400,32689,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"47372",47372,4328752,-2140141503,"2016Q4",NA,10000,10000,10000,"36 months","10.49%",324.98,"B","B2","Teacher","5 years","MORTGAGE",80000,"Not Verified","Nov-2016","Fully Paid","n",NA,"","home_improvement","Home improvement","957xx","CA",3.59,7,"Sep-2000",1,8,NA,7,0,2014,"33.6%",43,"f",0,0,10592.3049386229,10592.3,10000,592.3,0,0,0,"Jun-2017",8637.71,"","Nov-2017",0,8,1,"Individual",NA,NA,"",0,0,165624,1,NA,1,1,6,163610,84,1,1,1231,67,6000,3,0,4,2,27604,1986,50.4,0,0,194,118,8,6,0,112,21,1,21,5,2,2,2,5,33,5,10,2,7,0,0,7,2,79.1,0,0,0,171455,165624,4000,165455,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"721909",721909,4082433,-2140141505,"2016Q2",NA,24000,24000,24000,"36 months","13.49%",814.34,"C","C2","Tax Manager","8 years","RENT",137000,"Verified","Jun-2016","Fully Paid","n",NA,"","other","Other","553xx","MN",20.28,2,"Dec-1992",1,1,NA,34,0,6129,"7.9%",65,"w",0,0,27182.2270903805,27182.23,24000,3182.23,0,0,0,"Aug-2017",16613.8,"","Nov-2017",0,1,1,"Individual",NA,NA,"",2,0,281592,2,NA,4,8,9,87078,74,4,9,2094,40,77400,2,0,8,17,9084,49862,10.6,0,18685,168,282,1,1,2,1,NA,1,NA,2,4,7,14,28,13,26,50,7,32,2,0,2,8,96.9,7.7,0,0,418402,93207,55800,111002,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"264537",264537,3930482,-2140141507,"3d",NA,35000,35000,35000,"60 months","17.14%",872.48,"D","D4","1st Class Lab Tech","10+ years","MORTGAGE",101000,"Source Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","451xx","OH",30.68,0,"Oct-1989",0,NA,NA,22,0,52430,"57.8%",73,"f",0,0,42685.2700033138,42685.27,35000,7685.27,0,0,0,"Jun-2016",25792.25,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,356632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90700,NA,NA,NA,8,16211,15664,76.2,0,0,126,302,3,3,8,21,NA,15,NA,0,6,11,9,26,17,17,48,11,22,0,0,0,3,100,55.6,0,0,438221,167404,65900,131521,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"360027",360027,3389594,-2140141508,"3c",NA,20000,20000,20000,"36 months","11.67%",661.14,"B","B4","associate court clerk","10+ years","RENT",84000,"Source Verified","Jul-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","116xx","NY",17.04,0,"Dec-1984",1,66,NA,20,0,28575,"45.9%",29,"w",0,0,23803.1243441467,23803.12,20000,3803.12,0,0,0,"Jun-2017",1317.12,"","Jun-2017",0,69,1,"Individual",NA,NA,"",0,0,32734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62300,NA,NA,NA,7,1926,11609,68.5,0,0,23,355,5,5,0,5,NA,5,66,0,5,11,5,7,1,19,28,11,20,0,0,0,2,96.6,60,0,0,73817,32734,36800,11517,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"502386",502386,4021708,-2140141506,"2016Q1",NA,33800,33800,33800,"60 months","24.11%",974.52,"F","F2","Human Resources Manager","6 years","RENT",89000,"Verified","Feb-2016","Charged Off","n",NA,"","debt_consolidation","","983xx","WA",23.92,1,"Dec-2003",1,20,NA,18,0,1744,"10.4%",47,"w",0,0,8037.39,8037.39,1537.66,3020.4,0,3479.33,626.2794000022,"Jul-2016",974.52,"","Feb-2017",0,58,1,"Individual",NA,NA,"",0,0,108743,4,NA,6,6,4,106999,105,2,2,1353,91,16700,0,3,3,8,6041,10956,13.7,0,0,145,146,1,1,6,1,46,1,46,2,2,2,5,10,27,6,14,2,18,0,0,0,8,89.4,0,0,0,118917,108743,12700,102217,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"5698",5698,4546907,-2140141501,"2017Q2",NA,14000,14000,14000,"60 months","18.99%",363.1,"D","D3","","n/a","MORTGAGE",47000,"Verified","Apr-2017","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","139xx","NY",27.45,0,"Dec-2004",0,NA,78,11,1,5295,"43%",34,"w",0,0,15342.4821558385,15342.48,14000,1342.48,0,0,0,"Oct-2017",13541.75,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,24055,1,NA,0,3,15,18760,65,1,4,1840,59,12300,0,0,1,7,2187,789,80.8,0,0,140,148,4,4,3,4,NA,9,NA,0,3,4,4,18,7,8,24,4,11,0,0,0,1,100,50,1,0,41109,24055,4100,28809,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"565734",565734,3124828,-2140141509,"3b",NA,10000,10000,10000,"36 months","18.55%",364.29,"D","D2","LVN","6 years","RENT",70000,"Source Verified","Oct-2013","Fully Paid","n",NA,"","credit_card","Credit card refinancing","912xx","CA",23.76,0,"May-2004",2,NA,NA,19,0,13524,"63.8%",41,"f",0,0,11938.7199999999,11938.72,10000,1938.72,0,0,0,"Apr-2015",655.81,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,37722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21200,NA,NA,NA,11,1985,4553,73.2,0,0,109,114,3,3,0,3,NA,5,NA,0,7,8,7,13,15,11,26,8,19,0,0,0,4,100,42.9,0,0,74669,37722,17000,53469,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"537073",537073,3093924,-2140141509,"3b",NA,10000,10000,10000,"36 months","12.85%",336.22,"B","B4","receptionist","5 years","OWN",120000,"Not Verified","Dec-2013","Fully Paid","n",NA,"","debt_consolidation","discovery","550xx","MN",8.98,0,"Oct-1997",0,NA,NA,15,0,17763,"36.9%",23,"f",0,0,12103.8100468394,12103.81,10000,2103.81,0,0,0,"Dec-2016",336.11,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,27180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48100,NA,NA,NA,6,1812,8882,60.7,0,0,33,194,7,7,1,7,NA,7,NA,0,5,11,5,7,1,14,21,11,15,0,0,0,3,100,20,0,0,65447,27180,22600,17347,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
